鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
淡水區,租賃房屋,新北市淡水區北新路１８２巷５弄２７號５樓,0.0,,,,1140123,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780310,28.94,1,1,1,有,有,有,5500,190,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為6900元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額5500元。2.管理費：300元，租金不含管理費續租案件；,RPOOMLOLJHKGFEF08CC,獨立套房,有,1140221~1150220,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區大忠街８５號４樓之２,0.0,,,,1140123,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790828,43.08,1,1,1,有,有,有,8000,186,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為10000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額8000元。,RPPOMLOLJHKGFEF18CC,獨立套房,有,1140201~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區自強路８號四樓之７,0.0,,,,1140123,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961119,38.07,1,0,1,有,有,有,11000,289,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為13800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為11000元。,RPROMLOLJHKGFEF38CC,獨立套房,有,1140322~1150321,有,冷氣、熱水器、洗衣機、電視機,社會住宅包租轉租
淡水區,租賃房屋+車位,新北市淡水區義山路一段３３號２樓,28.81,住,,,1140124,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,161.57,3,2,2,有,有,無,25000,155,坡道平面,31.66,0,租金總額含管理費；,RPUOMLOLJHKGFEF68CC,整棟(戶)出租,有,1140201~1150131,有,熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
三重區,租賃房屋,新北市三重區仁愛街５８４號３樓,0.0,,,,1140121,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0650703,97.0,3,1,1,有,無,有,15000,155,,0.0,0,為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPPNMLOLJHKGFGF28CC,整棟(戶)出租,無,1140210~1150209,無,冷氣、熱水器、冰箱,社會住宅代管
三重區,租賃房屋,新北市三重區大同北路２５９號,0.0,,,,1140122,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0730417,32.23,1,2,1,有,無,有,18000,558,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為22500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為18000元。,RPQNMLOLJHKGFGF38CC,整棟(戶)出租,無,1140125~1160124,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景平路２６８號二十二樓之三,0.0,,,,1140123,土地0建物1車位0,二十二層,34,住宅大樓(11層含以上有電梯),辦公室,鋼骨造,0890529,49.64,1,0,1,有,有,有,18500,373,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為23200元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為18500元。管理費每個月2000元不包含在租金內,RPPNMLOLJHKGFHF38CC,獨立套房,有,1140210~1160118,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
中和區,租賃房屋,新北市中和區大勇街３１巷３５號四樓,0.0,,,,1140123,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070213,79.28,2,1,1,有,有,有,30000,378,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為33334元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額30000元。」管理費1799 元水電費 由承租人負擔,RPSNMLOLJHKGFHF68CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區景新街４１８巷２０弄４號,0.0,,,,1140122,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0570401,87.8,3,2,2,有,無,無,21000,239,,0.0,0,為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為23400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為21000元。,RPUNMLOLJHKGFHF88CC,整棟(戶)出租,無,1140131~1150130,無,冷氣、熱水器,社會住宅代管
中和區,租賃房屋,新北市中和區中山路三段１８３號七樓,0.0,,,,1140121,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851102,104.16000000000001,3,1,1,有,有,無,25000,240,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為31300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為25000元。,RPPOMLOLJHKGFHF48CC,整棟(戶)出租,有,1140226~1150225,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景德街５號１２樓之１６,0.0,,,,1140122,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,52.410000000000004,1,0,1,有,有,有,31000,591,,0.0,0,租金含生活及休閒服務如:文康活動、清潔打掃等及福利諮詢等租金總額含管理費；續租案件；,RPSOMLOLJHKGFHF78CC,獨立套房,有,1140311~1150310,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般轉租
中和區,租賃房屋,新北市中和區景德街２１號１２樓之１７,0.0,,,,1140124,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,45.28,1,0,1,有,有,有,29000,640,,0.0,0,租金含生活及休閒服務如:文康活動、清潔打掃等及福利諮詢等。租金總額含管理費；續租案件；,RPXOMLOLJHKGFHF66CC,獨立套房,有,1140322~1150321,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般轉租
中和區,租賃房屋,新北市中和區永和路１２８巷１９號,0.0,,,,1140123,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830610,117.85,3,1,2,有,有,有,22000,187,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為24500元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額22000元。 2.管理費2040元，租金不含管理費。續租案件；,RPOPMLOLJHKGFHF48CC,整棟(戶)出租,有,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區大勇街３７號３樓,0.0,,,,1140122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0640119,72.25,4,1,2,有,無,有,34000,471,,0.0,0,,RPRPMLOLJHKGFHF78CC,整棟(戶)出租,無,1140123~1140731,無,,一般轉租
樹林區,租賃房屋,新北市樹林區佳園路１段４１巷１號８樓之８,0.0,,,,1140123,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920313,124.66000000000001,3,1,2,有,有,有,18500,148,,0.0,0,由承租人負擔管理費用1000元另計「此為新北市社會住宅包租代管計畫之物件，評定市價租金為23200元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額18500元。」,RPPNMLOLJHKGFIF48CC,整棟(戶)出租,有,1140130~1150129,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
樹林區,租賃房屋,新北市樹林區中華路１３９號２樓,0.0,,,,1140123,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730920,77.63,3,1,1,有,無,無,13000,167,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為16300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額13000元。」,RPQNMLOLJHKGFIF58CC,整棟(戶)出租,無,1140222~1150221,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
樹林區,租賃房屋,新北市樹林區中華路２８１號十一樓之４,0.0,,,,1140122,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860203,34.730000000000004,1,1,1,有,有,有,14900,429,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18700元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為14900元。,RPSNMLOLJHKGFIF78CC,獨立套房,有,1140122~1150121,有,冷氣、熱水器、電視機,社會住宅包租轉租
樹林區,租賃房屋,新北市樹林區太平路１６０號四樓,0.0,,,,1140122,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850109,155.06,4,2,2,有,有,無,19900,128,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22200元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為19900元。,RPWNMLOLJHKGFIF56CC,整棟(戶)出租,有,1140204~1150203,有,熱水器、瓦斯或天然氣,社會住宅代管
樹林區,租賃房屋,新北市樹林區大安路９１號十六樓,0.0,,,,1140122,土地0建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,127.72,3,2,2,有,有,有,17000,133,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為21300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為17000元。,RPOOMLOLJHKGFIF48CC,整棟(戶)出租,有,1140125~1170124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
三峽區,租賃房屋,新北市三峽區國際二街９號四樓之二十八,0.0,,,,1140122,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970204,39.099999999999994,1,1,1,有,有,有,11200,286,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為14001元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額11200元。管理費600元，水電瓦斯由承租人負擔,RPPOMLOLJHKGFIF58CC,獨立套房,有,1140201~1150831,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區南雅南路一段３巷１６號,0.0,,,,1140124,土地0建物0車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,15.52,3,1,3,有,無,有,12500,805,,0.0,0,管理費500，水費100,RPPNMLPLJHKGFAF77CC,分租套房,無,1140125~1141009,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區文化路二段３７２號４F,0.0,,,,1140124,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660202,17.22,7,1,7,有,無,有,14500,842,,0.0,0,A室,RPQNMLPLJHKGFAF87CC,分租套房,無,1140125~1141009,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區文化路二段３７２號５F,0.0,,,,1140123,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660202,17.22,7,1,7,有,無,有,14500,842,,0.0,0,5E,RPRNMLQLJHKGFAF08CC,分租套房,無,1140124~1141009,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區莒光路４１號４樓,0.0,,,,1140125,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601214,25.0,4,0,4,有,無,有,14500,580,,0.0,0,租金總額含水費；網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPNMLRLJHKGFAF97CC,分租套房,無,1140117~1150116,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
新莊區,租賃房屋,新北市新莊區思源路３７０巷６號４樓,0.0,,,,1140123,土地0建物0車位0,四層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1030418,25.0,5,2,2,有,有,有,15000,600,,0.0,0,租金總額含管理費；水費；瓦斯費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLRLJHKGFBF08CC,分租套房,有,1140201~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
新店區,租賃房屋,新北市新店區中央路１５３號１６樓之２６,0.0,,,,1140121,土地0建物1車位0,十六層,29,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114,32.89,0,0,0,無,有,無,16200,493,,0.0,0,續租案件；,RPQNMLRLJHKGFCF28CC,獨立套房,有,1140115~1170114,有,冷氣、熱水器、洗衣機,一般轉租
永和區,租賃房屋,新北市永和區豫溪街１５１巷９號４樓,0.0,,,,1140124,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671127,11.0,4,1,1,有,無,有,11300,1027,,0.0,0,租金總額含網路費；其他公區使用、清潔服務、垃圾代收；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLRLJHKGFHF78CC,分租雅房,無,1140127~1150326,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區國泰街７０號五樓之三十二,0.0,,,,1140122,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660516,23.85,1,0,1,有,無,有,7000,294,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為7800元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為7000元。,RPPNMLNJKHKGFAF47CC,獨立套房,無,1140205~1150204,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區吳鳳路９１號十四樓,0.0,,,,1140122,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120704,89.83,2,2,2,有,有,無,28000,312,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為31200元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為28000元。,RPRNMLNJKHKGFAF67CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋,新北市土城區裕生路６７巷６弄５號,0.0,,,,1140126,土地0建物0車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691024,17.15,6,0,6,有,無,有,13000,758,,0.0,0,租金總額含水費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLNJKHKGFAF97CC,分租套房,無,1140127~1150126,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
板橋區,租賃房屋,新北市板橋區海山路４５號三樓,0.0,,,,1140121,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640509,132.41,3,2,2,有,無,無,20000,151,,0.0,0,為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為22300元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為20000元。,RPXNMLNJKHKGFAF28CC,整棟(戶)出租,無,1140130~1150129,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區四川路１段６９號七樓之６,0.0,,,,1140124,土地0建物1車位0,七層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,65.61,1,0,1,有,有,有,20500,312,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為25700元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額20500元。每個月管理費1980元由承租人負擔。,RPOOMLNJKHKGFAF47CC,獨立套房,有,1140210~1150731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
五股區,租賃房屋,新北市五股區五福路１４巷４３號８樓,0.0,,,,1140125,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821002,144.24,2,2,1,有,有,有,16200,112,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18000元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位實際租賃契約金額16200元。續租案件；,RPQNMLNJKHKGFBF67CC,整棟(戶)出租,有,1140125~1150124,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
五股區,租賃房屋,新北市五股區成泰路一段３２巷５８號六樓,0.0,,,,1140122,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860306,103.34,3,2,2,有,有,無,17000,165,,0.0,0,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為18890 元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額 17000元。管理費1000元，由承租人負擔。,RPXNMLNJKHKGFBF38CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋,新北市五股區西雲路１０５號四樓之３,0.0,,,,1140124,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870825,93.81,3,2,1,有,有,無,15300,163,,0.0,0,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為 17001元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額 15300元。管理費1700元，由承租人負擔。,RPOPMLNJKHKGFBF67CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新店區,租賃房屋,新北市新店區永安街８３巷１３號十三樓,0.0,,,,1140122,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820310,40.4,1,0,1,有,有,有,16000,396,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為16000元。,RPPNMLNJKHKGFCF67CC,獨立套房,有,1140202~1150201,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
深坑區,租賃房屋,新北市深坑區翠谷街８５號六樓之１,0.0,,,,1140122,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1070904,31.54,1,0,1,有,有,有,14000,444,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為17500元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為14000元。管理費租賃期間無償,RPUNMLNJKHKGFCF18CC,獨立套房,有,1140205~1170204,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
汐止區,租賃房屋,新北市汐止區康寧街３１３號６樓,0.0,,,,1140123,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811020,113.31,3,2,2,有,有,有,26000,229,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為28900元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為26000元。,RPPNMLNJKHKGFDF77CC,整棟(戶)出租,有,1140206~1150205,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區中正東路二段１２５號十六樓之六,0.0,,,,1140122,土地0建物1車位0,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900302,51.28,2,1,1,有,有,有,17000,332,,0.0,0,此物件，每月管理費為1300元此為新北市社會住宅包租代管計畫之物件評定市場租金為21300元因選擇包租方案需打8折且簽約租金無條件捨去至百分位實際租賃金額17000元,RPRNMLNJKHKGFEF08CC,整棟(戶)出租,有,1140130~1150129,有,冰箱、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區沙崙路１４３之９號十一樓,0.0,,,,1140124,土地0建物1車位0,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840727,103.16999999999999,3,2,2,有,有,有,18000,174,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額18000元。每月管理費1561元由承租人負擔。續租案件；,RPWNMLNJKHKGFEF58CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
三芝區,租賃房屋,新北市三芝區淺水灣街１０之１２號７樓,0.0,,,,1140121,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860529,81.39,1,2,1,有,有,有,8500,104,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為10700元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為8500元。,RPXNMLNJKHKGFEF68CC,整棟(戶)出租,有,1140228~1150227,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新市五路三段２８２號１２樓,0.0,,,,1140123,土地0建物1車位0,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,109.19,2,2,1,有,有,有,15000,137,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPOOMLNJKHKGFEF87CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
八里區,租賃房屋+車位,新北市八里區文昌三街３１號六樓,0.0,,,,1140125,土地0建物1車位1,六層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090911,100.11,1,1,1,有,有,有,19800,256,坡道平面,34.46,3000,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為18668元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額16800元。」管理費2200 元水電費 由承租人負擔,RPROMLNJKHKGFEF18CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區忠孝路三段１５巷１７號二樓,0.0,,,,1140121,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680709,73.0,3,1,1,有,無,有,14000,192,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為17500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為14000元。,RPQNMLNJKHKGFGF18CC,整棟(戶)出租,無,1140201~1170131,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
三重區,租賃房屋,新北市三重區自強路五段６０號四樓,0.0,,,,1140121,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0640526,77.04,4,2,1,有,無,無,19000,247,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為23800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為19000元。,RPRNMLNJKHKGFGF28CC,整棟(戶)出租,無,1140206~1150205,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景平路７２６之６號七樓之五,0.0,,,,1140122,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780220,104.43,4,2,2,有,有,有,18300,175,,0.0,0,由承租人負擔管理費用1700元「此為新北市社會住宅包租代管計畫之物件，評定市價租金為20400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額18300元。」,RPPNMLNJKHKGFHF18CC,整棟(戶)出租,有,1140125~1150124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區華新街３０巷１８之２０號,0.0,,,,1140123,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),商業用,加強磚造,0660523,59.65,3,1,1,有,無,無,9800,164,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為10900元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為9800元。,RPTNMLNJKHKGFHF58CC,整棟(戶)出租,無,1140220~1150219,無,熱水器,社會住宅代管
三峽區,租賃房屋,新北市三峽區大學路８５號三樓之十七,0.0,,,,1140122,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1010608,36.370000000000005,1,0,1,有,有,有,12400,341,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為13779元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額12400元。管理費600元，水電瓦斯由承租人負擔,RPSNMLNJKHKGFIF58CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
板橋區,租賃房屋,新北市板橋區大觀路二段１４８巷６８號二樓,0.0,,,,1140122,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,,51.9,2,1,1,有,無,無,16500,318,,0.0,0,此為（新北市 ∕國家住宅及都市更新中心）社會住宅包租代管計畫之物件，評定市價租金為__18333______元，因選擇（代管）方案須打___9___折且簽約租金無條件捨去至百分位，實際租賃契約金額___16500_____元。」,RPPNMLOJKHKGFAF57CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區龍興街７１巷３８號四樓,0.0,,,,1140122,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.8,3,1,1,有,無,有,12800,160,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16000元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為12800元。,RPTNMLOJKHKGFAF97CC,整棟(戶)出租,無,1140201~1150228,無,冷氣、熱水器,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區信義路１５０巷１弄１５號４樓,0.0,,,,1140123,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670317,82.9,2,2,1,有,無,無,16500,199,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為18400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為16500元。,RPUNMLOJKHKGFAF08CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
